Marca,Modelo,Titulo,category,listPrice,sku
Consul,CRM35NK,Geladeira/Refrigerador Consul Frost Free Evox - Duplex 275L CRM35NKANA,Geladeira/Refrigerador,,013015200
Panasonic,NR-BT40BD1X,Geladeira/Refrigerador Panasonic Frost Free Inox - Duplex 387L re generation NR-BT40BD1X,Geladeira/Refrigerador,,013000400
Consul,CRM35NB,Geladeira/Refrigerador Consul Frost Free - Freezer Duplex 275L CRM35NBANA,Geladeira/Refrigerador,,013015001
Consul,CRM38NK,Geladeira/Refrigerador Consul Frost Free Evox - Duplex 340L CRM38NKANA,Geladeira/Refrigerador,,013000600
Electrolux,DF35X,Geladeira/Refrigerador Electrolux Frost Free Inox - Duplex 261L DF35X,Geladeira/ Refrigerador Inox,,010059900
Brastemp,BRM50NB,Geladeira/Refrigerador Brastemp Frost Free Duplex - 429L Ative! BRM50NBANA Branco,Geladeira/Refrigerador Frost Free,,010066201
LG,Prime Touch,Lava e Seca LG 11kg Smart Care Prime Touch  - 14 Programas de Lavagem Água Quente,Lavadora de Roupas Lava e Seca," 2.999,00",010541701
Samsung,WD6000,"Lava e Seca Samsung 10,2kg Inox WD6000 - 13 Programas de Lavagem",Lavadora de Roupas Lava e Seca," 3.959,00",215900400
Samsung,WD4000,"Lava e Seca Samsung 10,2kg Prata WD4000 - 12 Programas de Lavagem Água Quente",Lavadora de Roupas Lava e Seca," 3.339,00",219008900
Samsung,WD4000,"Lava e Seca Samsung 10,2kg WD4000 - 12 Programas de Lavagem Água Quente",Lavadora de Roupas Lava e Seca," 3.199,00",219008700
LG,Prime Touch,Lava e Seca LG 11kg Smart Care Prime Touch  - 14 Programas de Lavagem Água Quente,Lavadora de Roupas Lava e Seca," 3.599,00",010541600
Midea,Acqua,Lava e Seca Midea 12Kg Prata Acqua - 16 Programas de Lavagem Água Quente,Lavadora de Roupas Lava e Seca," 3.699,00",219056600
LG,Mega Touch,"Lava e Seca LG 8,5kg Mega Touch - 9 Programas de Lavagem Água Quente",Lavadora de Roupas Lava e Seca," 2.699,00",217304200
Samsung,WD10J,Lava e Seca 10Kg Samsung WD10J - Água Quente 13 Programas de Lavagem,Lavadora de Roupas Lava e Seca," 3.999,00",010541400
Samsung,WD4000,"Lava e Seca Samsung 8,5kg WD4000 - 12 Programas de Lavagem",Lavadora de Roupas Lava e Seca," 3.499,00",219008500
LG,Top Gun,Lava e Seca LG 14kg Top Gun - 12 Programas de Lavagem,Lavadora de Roupas Lava e Seca," 6.299,00",215562500
LG,TWINWash,Lava e Seca LG 17Kg TWINWash  - 14 Programas de Lavagem,Lavadora de Roupas Lava e Seca," 18.998,00",218181400
LG,Top Gun,Lava e Seca LG 14kg Top Gun - 12 Programas de Lavagem,Lavadora de Roupas Lava e Seca," 5.999,00",215562700
LG,Direct Drive,"Lava e Seca LG 8,5Kg Direct Drive - 14 Programas de Lavagem Água Quente",Lavadora de Roupas Lava e Seca," 3.299,00",214410500
Panasonic,NA-S107F2W,Lava e Seca Panasonic 12kg NA-S128F2WBZ - 13 Programas de Lavagem Água Quente,Lavadora de Roupas Lava e Seca," 3.599,00",219059200
Samsung,WD6000,Lava e Seca Samsung 9kg Inox WD6000 - WD90J6410AX 13 Programas de Lavagem,Lavadora de Roupas Lava e Seca," 3.899,00",215900600
LG,TWINWash,Lava e Seca LG 17Kg TWINWash 14 Programas - de Lavagem + Lavadora de Roupas WD100CV.ASSG,Lavadora de Roupas Lava e Seca," 26.596,00",229014500
LG,Direct Drive,"Lava e Seca LG 8,5Kg Direct Drive - 14 Programas de Lavagem Água Quente",Lavadora de Roupas Lava e Seca," 3.299,00",214410600
Consul,CRM55A,Geladeira/Refrigerador Consul Frost Free Duplex - 437L Bem Estar CRM55ABANA Branco,Geladeira/Refrigerador Frost Free," 2.699,00",088894200
Consul,CRM43NB,Geladeira/Refrigerador Consul Frost Free Duplex - 386L CRM43NBANA Branco,Geladeira/Refrigerador Frost Free," 2.099,00",013075001
Consul,CRD37EB,Geladeira/Refrigerador Consul Cycle Defrost - Duplex 334L CRD37EBANA Branco,Geladeira/Refrigerador," 1.599,00",202957200
Consul,CRM43NK,Geladeira/Refrigerador Consul Frost Free Evox - Duplex 386L CRM43NKBNA,Geladeira/Refrigerador," 2.499,00",013000100
Electrolux,TF52,Geladeira/Refrigerador Electrolux Frost Free  - Duplex 463L Painel Blue Touch TF52 Branco,Geladeira/Refrigerador Frost Free," 3.999,00",218039300
Electrolux,DW42X,Geladeira/Refrigerador Electrolux Frost Free Inox - Duplex 380L Painel Touch DW42X22089,Geladeira/ Refrigerador Inox," 2.499,00",010059300
Consul,CRB36,Geladeira Consul Frost Free 300L - Facilite CRB36ABANA Branco,Geladeira/Refrigerador Frost Free," 1.449,00",010038101
Brastemp,BRE57,Geladeira/Refrigerador Brastemp Frost Free Inverse - 443L BRE57AKANA Evox,Geladeira/Refrigerador Frost Free," 4.499,00",013082100
Consul,CRM54BB,Geladeira/Refrigerador Consul Frost Free Duplex - 441L Bem Estar CRM54BBANA Branco,Geladeira/Refrigerador Frost Free," 2.599,00",013011801
Brastemp,BRE57,Geladeira/Refrigerador Brastemp Frost Free Inverse - 443L Painel Touch BRE57ABANA Branco,Geladeira/Refrigerador Frost Free," 3.999,90",013081601
Electrolux,DFX41,Geladeira/Refrigerador Electrolux Frost Free Inox  - Duplex 371L DFX41,Geladeira/ Refrigerador Inox," 2.899,90",013080900
Electrolux,DF42X,Geladeira/Refrigerador Electrolux Frost Free Inox - Duplex 382L DF42X,Geladeira/ Refrigerador Inox," 3.299,90",013099900
Brastemp,BRM54HB,Geladeira/Refrigerador Brastemp Frost Free   - Duplex 400L BRM54HBANA Branco,Geladeira/Refrigerador Frost Free," 3.699,00",013081401
Electrolux,DF42,Geladeira/Refrigerador Electrolux Frost Free - Duplex 382L DF42 Branco,Geladeira/Refrigerador Frost Free," 2.190,00",010059701
Electrolux,RE31,Geladeira/Refrigerador Electrolux 240L RE31 - Branco,Geladeira/Refrigerador," 1.599,00",013070001
Panasonic,NR-BT40BD1W,Geladeira/Refrigerador Panasonic Frost Free  - Duplex 387L re generation NR-BT40BD1W Branco,Geladeira/Refrigerador," 2.199,00",013040201
Brastemp,BRM56,Geladeira/Refrigerador Brastemp Frost Free Inox - Duplex 462L Painel Touch BRM56AKBNA,Geladeira/ Refrigerador Inox," 4.599,90",013082900
Consul,CRC08,Frigobar Consul 76L Branco - CRC08,Frigobar," 1.199,00",013020401
Electrolux,DFN41,Geladeira/Refrigerador Electrolux Frost Free   - Duplex 371L DFN41 Branca,Geladeira/Refrigerador Frost Free," 2.299,90",013080601
Brastemp,BRO80,"Geladeira Brastemp Frost Free Evox - Inverse 540,6L Ative! BRO80AK",Geladeira/Refrigerador," 5.319,00",084246700
Consul,CRM54BK,Geladeira/Refrigerador Consul Frost Free Duplex  - 441L CRM54BK Evox,Geladeira/Refrigerador Frost Free," 2.549,00",013081100
Brastemp,BRM56AB,Geladeira/Refrigerador Brastemp Frost Free Duplex  - 462L BRM56ABANA Branca,Geladeira/Refrigerador Frost Free," 3.699,00",013082201
Electrolux,Multidoor,Geladeira/Refrigerador Electrolux Frost Free Inox  - French Door 579L Multidoor DM84X,Geladeira/ Refrigerador Inox," 6.199,00",013081201
Electrolux,TF52X,Geladeira/Refrigerador Electrolux Frost Free Inox - Duplex 463L Painel Blue Touch TF52X,Geladeira/ Refrigerador Inox," 3.999,00",218039600
Brastemp,Inverse Maxi,Geladeira/Refrigerador Brastemp Frost Free 573L - Ative! Inverse Maxi BRE80ABANA Branco,Geladeira/Refrigerador Frost Free," 4.990,00",010068301
Panasonic,BB53,Geladeira/Refrigerador Panasonic Frost free  - Inverser 425L BB53,Geladeira/Refrigerador Frost Free," 4.599,90",013084400
Brastemp,BRM59AB,Geladeira/Refrigerador Brastemp Frost Free Duplex  - 478L BRM59AB Branco,Geladeira/Refrigerador Frost Free," 4.599,90",218179200
Consul,CRM55AK,Geladeira/Refrigerador Consul Frost Free Evox - Duplex 437L Bem-Estar CRM55AKANA,Geladeira/Refrigerador," 3.490,00",013020200
Brastemp,BRA08BZANA,Frigobar Brastemp 76L Azul - Retrô,Frigobar," 1.599,00",217203800
Samsung,Twin Cooling Plus RT6000K,Geladeira/Refrigerador Samsung Frost Free Duplex - 453L Twin Cooling Plus RT6000K Branco,Geladeira/Refrigerador Frost Free," 4.299,00",216506500
Electrolux,TF51,Geladeira/Refrigerador Electrolux Frost Free - Duplex 433L TF51 Branco,Geladeira/Refrigerador," 2.699,00",013015401
Brastemp,BRM54HK,Geladeira/Refrigerador Brastemp Frost Free Evox - Duplex 400L BRM54HKBNA,Geladeira/Refrigerador," 3.999,00",013081900
Consul,CRM52A,Geladeira/Refrigerador Consul Frost Free Duplex - 405L Bem Estar Painel Touch CRM52ABBNA Branco,Geladeira/Refrigerador Frost Free," 2.390,00",084232400
Consul,CRD49AB,Geladeira/Refrigerador Consul Cycle Defrost Duplex - 450L CRD49ABBNA Branco,Geladeira/Refrigerador," 2.799,00",210458200
Electrolux,DB53X,Geladeira/Refrigerador Electrolux Frost Free Inox  - Bottom Freezer 454L Painel Blue Touch DB53X,Geladeira/ Refrigerador Inox," 4.999,00",013080500
Consul,CRM51AK,Geladeira/Refrigerador Consul Frost Free Evox - Duplex 405L CRM51AKANA,Geladeira/Refrigerador," 2.499,00",088879600
Electrolux,DC49A,Geladeira/Refrigerador Electrolux Cycle Defrost - Duplex 462L DC49A11006 Branco,Geladeira/Refrigerador," 2.199,00",010059001
Electrolux,DF54X,Geladeira/Refrigerador Electrolux Frost Free Inox - Duplex 459L Painel Blue Touch DF54X,Geladeira/ Refrigerador Inox," 3.999,00",013083500
Brastemp,Inverse Maxi,Geladeira Brastemp Frost Free Evox - 573L Ative! Inverse Maxi BRE80AKBNA,Geladeira/Refrigerador," 4.659,00",013021300
Brastemp,BRA08A,Frigobar Brastemp 76L Vermelho - Retrô BRA08A,Frigobar," 1.249,00",200161304
Brastemp,BZA08,Frigobar Brastemp 76L Preto  - com Porta de Vidro BZA08,Frigobar," 1.699,00",010009400
Electrolux,DC51X,Geladeira/Refrigerador Electrolux Cycle Defrost - Duplex 475L Inox Multi Flow System DC51X,Geladeira/Refrigerador," 2.999,00",216298600
Electrolux,DF54,Geladeira/Refrigerador Electrolux Frost Free  - Duplex 459L Painel Blue Touch DF54 Branco,Geladeira/Refrigerador Frost Free," 2.899,00",013083201
Electrolux,DF82X,Geladeira/Refrigerador Electrolux Inox Frost Free  - Duplex 553L Painel Blue Touch DF82X,Geladeira/ Refrigerador Inox," 4.299,00",218972300
Electrolux,TF51X,Geladeira/Refrigerador Electrolux Frost Free Inox - Duplex 433L Painel Blue Touch TF51X,Geladeira/ Refrigerador Inox," 2.999,00",013000300
Electrolux,DF53X,Geladeira/Refrigerador Electrolux Frost Free Inox  - Duplex 427L Painel Touch DF53X,Geladeira/ Refrigerador Inox," 4.499,90",219058000
Brastemp,BRE58AK,Geladeira/Refrigerador Brastemp Frost Free Inverse - 478L BRE58AK Evox,Geladeira/Refrigerador Frost Free," 5.999,90",218179600
Electrolux,DF53,Geladeira/Refrigerador Electrolux Frost Free - Duplex 427L Painel Touch DF53 Branco,Geladeira/Refrigerador Frost Free," 3.299,90",219057900
Samsung,RF62HERS1/BZ,Geladeira/Refrigerador Samsung Inox French Door - 441L RF62HERS1/BZ,Geladeira/ Refrigerador Inox," 7.999,00",218038000
Consul,CRM52AK,Geladeira/Refrigerador Consul Frost Free Evox - Duplex 405L Bem Estar Painel Touch CRM52AKANA,Geladeira/Refrigerador," 2.699,00",084232500
Electrolux,DF82,Geladeira/Refrigerador Electrolux Frost Free - Duplex 553L Infinity Frost Painel Touch DF82,Geladeira/Refrigerador Frost Free," 4.299,00",013083601
Brastemp,BRE59AB,Geladeira/Refrigerador Brastemp Frost Free Inverse - 460L BRE59AB Branco,Geladeira/Refrigerador Frost Free," 4.999,90",218179800
Consul,CRC28FB,Geladeira/Refrigerador Consul 239L  - CRD49AKBNA Platinum,Geladeira/Refrigerador," 1.299,00",010061201
Midea,MRC06B1,Frigobar Midea 45L Branco  - MRC06B1,Frigobar," 1.099,00",219025300
Brastemp,BRE58AB,Geladeira/Refrigerador Brastemp Frost Free Inverse - 478L BRE58AB Branco,Geladeira/Refrigerador Frost Free," 5.999,90",218179400
Samsung,RF28HM,Geladeira/Refrigerador Samsung Frost Free Inox - French Door 606L RF28HMEDBSR/BZ,Geladeira/ Refrigerador Inox," 14.999,00",218835400
Samsung,Food ShowCase,Geladeira/Refrigerador Samsung Inox Side by Side - 765L Dispenser de Água Food ShowCase H77H90507H/AZ,Geladeira/ Refrigerador Inox," 17.999,00",213445600
Electrolux,DB84,Geladeira/Refrigerador Electrolux Frost Free - 598L DB84 Branco,Geladeira/Refrigerador Frost Free," 7.999,00",219057300
Electrolux,DB84X,Geladeira/Refrigerador Electrolux Frost Free Inox - 598L DB84X,Geladeira/ Refrigerador Inox," 6.499,90",219057500
Midea,MRC12B2,Frigobar Midea 124L Branco - MRC12B2,Frigobar," 1.299,90",219025800
Brastemp,BRM59,Geladeira/Refrigerador Brastemp Frost Free Duplex - 478L Painel Touch BRM59AKANA Evox,Geladeira/Refrigerador Frost Free," 5.499,00",013083100
Brastemp,BRE59AK,Geladeira/Refrigerador Brastemp Frost Free Evox - Duplex Inverse 460L Painel Touch BRE59AK,Geladeira/Refrigerador," 5.199,00",013082500
Electrolux,DB53,Geladeira/Refrigerador Electrolux Frost Free   - Bottom Freezer 454L Painel Blue Touch DB53 Branca,Geladeira/Refrigerador Frost Free," 3.699,00",013080201
Brastemp,BRO80,"Geladeira/Refrigerador Brastemp Frost Free 540,6L - Ative! BRO80AB Branco",Geladeira/Refrigerador Frost Free," 5.190,00",084246500
Brastemp,BRN80,Geladeira/Refrigerador Brastemp Frost Free Evox - Inverse 540L Ative! Painel Touch BRN80AKANA,Geladeira/Refrigerador," 7.599,00",084267800
Consul,CRC12,Frigobar Consul 117L Branco - CRC12,Frigobar," 999,00",013020601
Brastemp,BRM44HBANA,Geladeira/Refrigerador Brastemp Frost Free Duplex - Branca 374L BRM44HBANA,Geladeira/Refrigerador Frost Free," 2.299,00",013085501
Samsung,RH58K,Geladeira/Refrigerador Samsung Frost free  - 575L Food ShowCase Dispenser de Água RH58K,Geladeira/Refrigerador Frost Free," 12.999,00",218835500
LG,New Lancaster,Geladeira/Refrigerador LG Frost Free Side by Side - 601L Painel Touch New Lancaster GS65SDN1,Geladeira/Refrigerador Frost Free," 12.999,00",219007100
Brastemp,BRM44HKANA,Geladeira/Refrigerador Brastemp Frost Free Duplex - 374L BRM44HKANA,Geladeira/Refrigerador Duplex (2 Portas)," 2.559,00",013085700
Electrolux,DW54X,Geladeira/Refrigerador Electrolux Frost Free Inox - Duplex 456L  DW54X,Geladeira/ Refrigerador Inox," 3.799,90",219057700
Brastemp,Inverse Maxi,Geladeira/Refrigerador Brastemp Frost Free Evox - Inverse 565L Maxi BRV80AKBNA,Geladeira/Refrigerador," 5.739,00",215800100
Samsung,RF23HCEDBSR/AZ,Geladeira/Refrigerador Samsung Frost Free Inox - French Door 536L Dispenser de Água RF23HCEDBSR/AZ,Geladeira/ Refrigerador Inox," 12.499,00",218037600
Brastemp,BRM58AK,Geladeira/Refrigerador Brastemp Frost Free Duplex  - 500L BRM58AK Evox,Geladeira/Refrigerador Frost Free," 4.599,90",218179000
Brastemp,BRA08BYANA,Frigobar Brastemp 76L Amarelo - Retrô,Frigobar," 1.299,00",217111600
Panasonic,CB74,Geladeira/Refrigerador Panasonic Frost Free 592L - Dispenser de Água NR-CB74PV1XB Aço Escovado,Geladeira/Refrigerador Frost Free," 11.999,00",219126600
Brastemp,BRS75,Geladeira/Refrigerador Brastemp Inox Side by Side - 539L c/ Dispenser de Água Gourmand BRS75,Geladeira/Refrigerador," 14.299,00",216938600
Electrolux,DB52X,Geladeira Electrolux Frost Free Inox - 454L Painel Touch DB52X11089,Geladeira/ Refrigerador Inox," 4.500,00",013072000
Brastemp,BRS62CR,Geladeira/Refrigerador Brastemp Frost Free Inox - Side by Side 560L Dispenser de Água BRS62CR,Geladeira/ Refrigerador Inox," 10.999,00",010088600
Electrolux,IF53,Geladeira/Refrigerador Electrolux Frost Free - Inverter Duplex 427L Painel Touch IF53 Branco,Geladeira/Refrigerador Frost Free," 4.999,00",219056900
Electrolux,DT52X,Geladeira/Refrigerador Electrolux Frost Free Inox - 454L Painel Touch DT52X,Geladeira/ Refrigerador Inox," 6.599,00",201992900
Electrolux,IF53X,Geladeira/Refrigerador Electrolux Frost Free Inox  - Inverter Duplex 427L Painel Touch IF53X,Geladeira/ Refrigerador Inox," 4.999,90",219057100
LG,GC-B59BSB (1),Geladeira/Refrigerador LG Frost Free Bottom  - Freezer Universe 445L GC-B59BSB (1) Aço Escovado,Geladeira/Refrigerador Frost Free," 7.999,00",219007300
LG,GC-X247CSAV1,Geladeira/Refrigerador LG Degelo Automático Inox - Side by Side 601L New Lancaster GCX247CSA1ANSGSBS,Geladeira/ Refrigerador Inox," 16.999,00",220524000
Electrolux,64641425,Lâmpada para Refrigerador 127V 15W - Electrolux 64641425,Acessórios para geladeira/ refrigerador," 15,90",084257700
Electrolux,40396401,Filtro de Água Interno para Refrigerador 40396401 - Side By Side - Electrolux,Acessórios para geladeira/ refrigerador," 309,00",084255900
Electrolux,69999943,Filtro Cartucho para Refrigerador - Electrolux 69999943,Acessórios para geladeira/ refrigerador," 69,90",084256100
Samsung,RT6000K,Geladeira/Refrigerador Samsung Frost Free Inox - Duplex 453L 5-em-1 Twin Cooling Plus RT6000K,Geladeira/ Refrigerador Inox," 3.699,00",013085400
Panasonic,NR-BT49PV2XA,Geladeira/Refrigerador Panasonic Frost Free Duplex - 435L re Generation NR-BT49PV2XA Aço escovado,Geladeira/Refrigerador Frost Free," 2.999,00",212875700
Panasonic,BB53,Geladeira/Refrigerador Panasonic Frost free   - Inverse 425L BB53,Geladeira/Refrigerador Frost Free," 4.599,90",013084101
Brastemp,BRA08A,Frigobar Brastemp 76L Vermelho - Retrô BRA08A,Frigobar," 1.249,00",200161304
